id_i,id_j,similitud_ponderada
2,141,0.3001646923946184
2,142,0.4996606214089051
2,143,0.5426337604454862
2,144,0.39756338719437967
2,145,0.48361515683982065
2,146,0.09409633214232249
2,147,0.5857575757575758
2,148,0.2867569513163507
2,149,0.1751863524713806
2,150,0.4556268238125509
2,151,0.4495609629288343
2,152,0.4674818754884601
2,153,0.1352144092893577
2,154,0.15075187734441253
2,155,0.6006797496939722
2,156,0.44876111765013077
2,157,0.44799395474223846
3,4,0.43979805815931894
3,5,0.317968361621102
3,6,0.852968361621102
3,7,0.399107089311652
3,8,0.22833333333333333
3,9,0.038568938460934614
3,10,0.17718669717508592
3,11,0.40164965809277264
3,12,0.011547005383792514
3,13,0.467968361621102
3,14,0.22779204298133662
3,15,0.05720084679281462
3,16,0.33535533905932735
3,17,0.17833333333333332
3,18,0.23400524641693307
3,19,0.0401868693966067
3,20,0.011547005383792514
3,21,0.25
3,22,0.34319666347656513
3,23,0.027792042981336623
3,24,0.12654700538379252
3,25,0.15296836162110203
3,26,0.16028991510855053
3,27,0.008528028654224416
3,28,0.2827602088193889
3,29,0.05541451884327381
3,30,0.024701425001453316
3,31,0.12316496580927727
3,32,0.2765470053837925
3,33,0.11414213562373096
3,34,0.6914213562373095
3,35,0.1950567640607807
3,36,0.21154700538379254
3,37,0.4615470053837925
3,38,0.30597349373948945
3,39,0.40998299142610595
3,40,0.017457431218879393
3,41,0.013764944032233703
3,42,0.10819666347656515
3,43,0.20666666666666667
3,44,0.15514124304871021
3,45,0.013333333333333332
3,46,0.011547005383792518
3,47,0.29711105972468205
3,48,0.2901714788393785
3,49,0.5703783737022123
3,50,0.04041451884327381
3,51,0.027792042981336623
3,52,0.3542941161137238
3,53,0.315
3,54,0.1270170592217177
3,55,0.4828885438199983
3,56,0.11154700538379253
3,57,0.30665955644081794
3,58,0.2765470053837925
3,59,0.5810356745147455
3,60,0.30665955644081794
3,61,0.3601974450780358
3,62,0.03278983616224498
3,63,0.2615470053837925
3,64,0.011547005383792518
3,65,0.19279204298133662
3,66,0.15627698329147366
3,67,0.553915257188398
3,68,0.011547005383792518
3,69,0.05541451884327381
3,70,0.05800964908321224
3,71,0.4547546895706428
3,72,0.3584196509616613
3,73,0.24797958971132714
3,74,0.4115470053837925
3,75,0.3627920429813366
3,76,0.1747014250014533
3,77,0.5901868693966067
3,78,0.16671127134586003
3,79,0.39884916976439155
3,80,0.29201705922171767
3,81,0.9434196509616612
3,82,0.09319666347656513
3,83,0.3689948566021716
3,84,0.18276020881938895
3,85,0.04041451884327381
3,86,0.6239903587065299
3,87,0.52
3,88,0.04041451884327381
3,89,0.5265470053837925
3,90,0.14041451884327383
3,91,0.18754313505415096
3,92,0.12826209681926182
3,93,0.11154700538379252
3,94,0.9712132034355965
3,95,0.5770170592217176
3,96,0.263147382040664
3,97,0.38606883048976054
3,98,0.22654700538379252
3,99,0.4765470053837925
3,100,0.061902344443119886
3,101,0.14502219134010516
3,102,0.011547005383792518
3,103,0.15296836162110203
3,104,0.4035689384609346
3,105,0.8072008467928146
3,106,0.7055634918610404
3,107,0.6712132034355964
3,108,0.02654700538379251
3,109,0.02654700538379251
3,110,0.5581649658092773
3,111,0.21154700538379254
3,112,0.18514449675095496
3,113,0.4348410071989708
3,114,0.1701412430487102
3,115,0.09797958971132714
3,116,0.02833333333333333
3,117,0.3488675134594813
3,118,0.013719886811400706
3,119,0.040289915108550525
3,120,0.47352802865422444
3,121,0.3904145188432738
3,122,0.12484047955124154
3,123,0.28400524641693303
3,124,0.6141421356237309
3,125,0.09135108309422595
3,126,0.21279204298133664
3,127,0.9265470053837925
3,128,0.18091462843704975
3,129,0.2
3,130,0.09650528514693676
3,131,0.4148556270541642
3,132,0.2765470053837925
3,133,0.3809146284370497
3,134,0.22528991510855054
3,135,0.05720084679281462
3,136,0.6127920429813366
3,137,0.30816496580927727
3,138,0.1585280286542244
3,139,0.46279204298133664
3,140,0.417968361621102
3,141,0.5765470053837926
3,142,0.3468358750805833
3,143,0.02166666666666666
3,144,0.16455213750217998
3,145,0.029552137502179974
